participantID,A,rank_0_elab,rank_2_A_elab,rank_equaltxt_elab,rank_txt_elab,rank_0,rank_2_A,rank_equaltxt,rank_txt,rankElab_A,B,rank_1_elab,rank_2_B_elab,rank_3_elab,rank_1,rank_2_B,rank_3,rankElab_B,generatedChart,chartSemanticLevel,chartSemanticLevel_next,takeaway1,takeaway2,takeaway3,takeawayInfoReliance,attn_check,lit 1_1,lit 2_1,lit 3_1,lit 4_1,lit 5_1,lit 6_1,pref 1_1,pref 2_1,pref 3_1,pref 4_1,chartQuote,readingQuote,age,education,chartFreq,chartFreqValue,chartContext,chartContext_12_TEXT,readShortFreq,readShortFreqValue,readLongFreq,readLongFreqValue,readContext,readContext_12_TEXT,comments
245,4,i like it. growth of the graph is increased gradually.,"i like it. after falling, household income increases.","i like it. after fall, the growth increased to high position.","i like it. because after the drop happens, the growth is increased around 20k every decade.",4,3,2,1,i am selected which has a high growth in graph.,6,i dislike it. it's gradually decreased or neutral.,"i dislike it. because, the growth is gradually decreased.",i dislike it. because it's gradually decreased.,3,2,1,i arranged by which has low decreasing graphs.,2,3,,after the year of 2000 the median household income is increased mostly. ,"in 1960 to 2000, median household income is increased gradually.",it shows the biggest growth of median household income.,5,3,5,5,6,4,6,5,5,6,6,6,6,6,45 - 54,4 year degree,Few times a week,6,News article (online),,Every day,1,Once a week,3,"Social media,Books,Magazines,Short stories",,nothing it's good.
246,8,With no text it appears that the visual line is perhaps bugged since the spike doesn't fit the trajectory at all. Otherwise it's very clear to see the data (app users) and it's trend (downward over time).,"I dislike this because it has less text than the previous chart. It explains the anomaly, but doesn't explain it quite as detailed as the previous chart that had more text. It's still a good chart though because the anomaly is explained which is reassuring that the data is correct.",This is ideal because the text explains the anomaly in the trend. This makes the data even clearer and gives context to why it's moving the way it's moving. It also reassures the user that the data is correct and not an error.,"No visuals which I dislike. Like how thorough the text is, it gives great context on the data and why it changed.",3,2,1,4,"Visuals are the most important factor because it lets you see all of the data and it's trends at a glance. It's the easiest and quickest to process. So the top 3 all had visuals, with the best ones having the most context explaining the data changes. The lowest ranked one was the block of text which explains the data but is much harder to process than the others.",1,"It's very clear to see the data trends at a glance, but there is nothing that explains the huge jump at the end. Is it accurate or is the chart just wrong?","This one again has text in an unimportant part of the chart. You can visualize the trend of the data easily, but the huge spike is still unexplained. I don't think this text in particular is super important to understanding the data.","The dot on the graph is kind of large and blocks some of the visual. The little bit of context is okay I guess, but it's such a small change and is not the most important part of the chart. Text that explains the much larger spike at the end of the chart would be way more useful.",2,1,3,"My top rank is the cleanest, most informative chart (although not perfect). It has a little context explaining some of the data change and a clear visual. My middle ranked one is basic and easy to visualize, but lacks text context. My last ranked one is the worst because the text in the grey area is redundant, the X-axis is labelled clearly already. It makes the chart less readable because of the extra label that isn't needed at all.",1,2,,Number of immigrants higher in 2012 than 2011.,Immigration was steady until just before 2020ish.,Immigration had a huge spike toward the year 2020.,4,3,5,5,5,4,5,4,5,6,4,5,5,6,35 - 44,Some college,Few times a month,4,"News article (online),News media (e.g., television news),Infographics",,Every day,1,Few times a week,2,"News (online or print),Books",,
247,2,I dislike that there is no explanation for the sudden increase.,I dislike because it does not give a reason for the income increase.,It gives the reason for the spike in income.,I like that it is easy to comprehend.,4,2,1,3,The top ranked item is the most enlightening.,4,The title explains the chart.,I dislike because it does not give a reason for the sudden increase.,It gives a reason for the sudden increase.,3,2,1,I liked best the chart that gave an explanation for the sudden increase.,8,3,,rapid increase in app users from 2012 to 2013,overall trend is a decrease in app users,,3,3,5,5,5,4,5,4,5,6,5,6,6,5,55 - 64,Doctorate,Few times a month,4,"News article (online),News media (e.g., television news),Infographics",,Every day,1,Every day,1,"News (online or print),Books,Magazines",,thanks for the opportunity
248,5,I can see that the approval rating rose and then dropped but I have no idea why. If this was a part of an article I would know.,It is okay but it doesn't really tell me why there was such a sharp rise and then fall of approval rating.,The text gives me the context as to why the approval rating changed. I have a clear picture what the information means.,It is very hard to visualize what the numbers mean to each other. It is hard to digest.,3,2,1,4,I chose the one that gives me the most context and helps me visualize the information.,3,It is okay but it doesn't give me much context as to why the rate changed.,It is easy to understand and visualize what the information is saying.,This one gives me the most information and lets me visualize what the chart is about.,3,2,1,,4,1,4,Median household income was stagnate from 1960 to 1980,Median household income sharply rose after a technological boom in the eighties,Median household income steadily rose after 1990,3,3,6,6,6,6,6,5,6,6,6,6,6,6,45 - 54,Some college,Every day,7,"Job or career,News article (online),News media (e.g., television news),Scientific publications",,Every day,1,Few times a week,2,"Job or career,Social media,News (online or print),Scientific publications,Books,Manuals or instructions",,
249,7,Has data to know what it is. No added text is bad and can be confusing ,I like that it states what it is about immigration at the highest but feel there is not enough information ,Great use of the information elements. Dislike it can seem overwhelming with so much text. ,Everything is well laid out with text information and clear numbers. It is hard to follow with so much information and no visuals,3,2,1,4,,9,Easy to read and no clutter. Too hard to understand with such a large gap in years making it look like bug jumps,States what the highest point is and easy to read. Not enough information and too large of year gaps,I like the gray shaded highlight to drawn attention to key information and lots of details. Seems more advanced,3,2,1,,8,1,3,Users rapidly uncreases in 2012 to 2013,Shows number of app users ,,3,3,6,6,6,6,6,5,5,5,6,6,6,5,25 - 34,4 year degree,Few times a week,6,"News article (print),Health information,Infographics,Government reports",,Every day,1,Few times a week,2,"Social media,News (online or print),Books,Magazines,Short stories",,
250,2,"I like that it's a chart, but I don't like that it has no explanatory information on the line at all.",I like that it explains the relevance of the spike at the end of the chart.,I like that it is easy to visualize the data in an aggregate form and draw conclusions about it quickly.,"I dislike that this is in word form. It requires more analysis and critical thinking to visualize. I do like that it uses ""K"" instead of listing out the whole number.",3,2,1,4,Went with what I thought was easiest to interpret. ,4,I like the headline on this chart which draws attention to the relevant point it is trying to make.,I don't like that it only shows the maximum and not the lowest point. It feels incomplete in this chart.,I really like that the two points that are worth focusing on are directly labeled in this chart. It's very informative.,2,3,1,I'd rather have no points than just the maximum so I ranked that last.,4,3,,It seemed to fluctuate over time rather dramatically both falling and rising.,,,5,3,6,5,4,6,6,5,5,6,4,6,6,6,35 - 44,4 year degree,Few times a week,6,"Job or career,Social media,News article (online),Infographics",,Every day,1,Every day,1,"Social media,News (online or print),Books,Magazines",,None
251,4,I really don't like how you're lacking a lot of information on household income. ,"The title/text at the top explains some things, but only half of the graph. The first half still needs to be explained. ",I like this because it lists what the insane rise was for (the technological boom). I'm assuming the steep drop is after the initial hype and things stabilized but it might be good to list that out too.,"I really like this as it gives me all the details and information I need. The information looks more ""dramatic"" on a graph but this looks really cool. ",4,3,2,1,"1 gives me the most details about whats happening and why. You get a complete pictures.
2 gives some details and explanations for points on the graph.
3 the title explains what happens on the graph but no reason 'why'. 
4 doesn't give you any info other than the median household income.",7,I think the title is honestly enough information needed. The spike is explained in the title and is sufficient. ,"I think this is okay. It points out that 1882 is higher and its kind of hard to see, I'd have assumed the high point was 1980 because of how the bars are spaced. ","I like this, we have information regarding why the spike occurred and consistency when it happened again. ",3,2,1,I really like all of the graphs but the ones with more information will always rank higher. ,2,1,,Median household income has quadrupled from 1960 to 2020,Median household income only rose on the graph,,4,3,5,4,4,5,5,4,3,4,3,3,3,5,25 - 34,4 year degree,Few times a month,4,"Job or career,Social media,Infographics",,Every day,1,Once a week,3,"Social media,Scientific publications,Books",,
252,1,no details on what is happening with the spike,"the description does not fully explain the whole chart, which makes this confusing",the 8x increase was clearly explained with details,not having a chart makes the description harder to understand and more boring,3,4,1,2,,6,no details regarding the trends happening,has a clear title and explanation on what is happening,showing us were the minimum was and has explanations,3,2,1,,1,3,4,"job opportunities stayed stagnant for a long time, but big increase in recent years",immigration policy has a huge effect,,4,3,5,5,5,5,5,5,5,5,5,6,6,4,25 - 34,4 year degree,Every day,7,"Job or career,Social media,News article (online),News article (print),News media (e.g., television news),Health information,Scientific publications,Infographics",,Every day,1,Few times a week,2,"Job or career,Scientific publications,Books,Short stories,Brochures,Government reports",,
253,3,I like that the presentation is very simple so it's easier to understand the basics. I dislike the availability of additional information. I also dislike the color scheme.,I like that there is information provided within the text axis and visual. It makes the presentation informative and easy to understand. I dislike the colors used. It would be nice if the visual had more information following the decrease.,I like that this method has additional information compared to the previous version. I dislike the format of the additional information. I would prefer it not be in a box and an overall different color scheme.,I like that it's laid out in a story type of format. I feel like there is a lack of information as there is little content provided. I also dislike that there are no visuals to go with it.,3,2,1,4,I rated them based upon the amount of information provided and my general liking for the format they are presented in. I essentially ranked the charts on how much and how valuable the information provided is.,5,I like that the chart has sufficient information and it's easy to understand. I dislike that there is not additional text information within the visual.,"I like that this presentation has sufficient information so that the presentation is easy to understand. I feel like it has more information provided than the previous model, however I would like more text information within the visual.",I like this presentation because it has the most useful information provided so far which makes it easier to understand and gain more insight. I dislike that the visual still appears to be missing some text information that would be useful and answer possible questions.,2,3,1,"I chose the first option as it has the most information provided and is easy to understand. I ranked the second option as it's the most basic and I feel like it's very easy to understand for a general concept. The third option I ranked because although it is is simple, it has additional information that is simply not needed and distracts from the presentation.",6,2,,The minimum national debt was between 1990 and 1995.,The debt returned to it's pre 1990 state following 1995.,The debt lowered around 1990.,4,3,5,6,6,5,5,5,3,6,6,6,6,6,35 - 44,4 year degree,Every day,7,"Job or career,Social media,News article (online),News article (print),News media (e.g., television news),Health information,Scientific publications,Infographics,Government reports,Other (enter below)",stocks,Every day,1,Few times a week,2,"Job or career,Social media,News (online or print),Scientific publications,Books,Short stories,Manuals or instructions,Brochures,Government reports",,
254,7,I don't like it because there is not enough written information to know what the graph is depicting,It is very simple to read but I don't know if I am getting enough information out of it to be able to understand ,I like it because it's easy to read and understand the text,This is boring and too much to read. There is too much information to keep up with without a visual,4,2,1,3,I went from most informative to least informative,1,"Again, not enough information, is it trying to show how many jobs they got? ",I like it a little but it is not very detailed,I don't think it has enough information because I don't understand what I am trying to see in the graph,3,2,1,,8,2,4,Number of app users has decreased overall,,,3,3,5,5,6,4,5,4,4,4,6,5,5,6,45 - 54,4 year degree,Every day,7,Job or career,,Every day,1,Few times a week,2,"Job or career,Social media,News (online or print),Books,Manuals or instructions",,
255,9,It gives the numbers so you can follow the changes but lacks really any information at all to explain why those changes occured.,"I like the information given as to why the sustained high attendance was achieved. I am not a big fan of the color scheme, the labels and numbers all the same colors and it is harder to see and differentiate.",I like that there is a lot more information given and it helps to explain the reason for the changes. still not a big fan of the color scheme.,It is easy to read and understand what went on the lead to the changes in attendance. It is not quite as good as seeing the visuals of the ups and downs with the same information given.,4,3,1,2,pretty much the most information given to the least information given.,3,you get the idea of a sharp decline but leaves you really wanting to see more information. Cannot get a lot out of this.,even less information given so leaves me wanting some explanation as to why. ,it gives some information and depicts a sharp drop but I could use a bit more info and I would still like to see the x and y axis stick out a bit more color wise or more bold numbers and letters.,3,2,1,the more information included the better.,6,2,4,National debt plummeted from 1990 to 1992,Government restrictions on borrowing stopped the increase in debt but did not reduce it.,,3,3,4,4,4,4,5,4,5,5,4,5,5,5,45 - 54,Some college,Few times a month,4,"Social media,News article (online),News media (e.g., television news),Health information,Infographics",,Every day,1,Few times a week,2,"Social media,News (online or print),Books,Manuals or instructions",,thank you
256,8,It doesn't let you know why there was a high peck.,Easy to read. You can understand what it is saying.,I like that it gives the info when the points are high or low on what happen.,"It gives the info you need, but the visual from seeing a graph is nice.",4,2,1,3,I like the graph that I put on 1 because you can see the visual and it lets you know what the pecks are for.,2,It doesn't give the info of why it starts climb straight up,It lets you know the reason behind why it started to because a straight line,There isn't really anything that I dislike. It gives the information that you need.,3,2,1,,4,2,4,Reach max in 1985.,Shows median income from 1960 to 2010.,Income said the same between 1960 through 1982,4,3,4,5,3,2,3,4,6,4,6,4,4,4,35 - 44,2 year degree,Few times a month,4,Social media,,Every day,1,Few times a month,4,Social media,,
257,3,i dislike it. because stock index decreases gradually.,i dislike it. because the stock index decreases gradually from 1960 to 2010.,i dislike it. because it decreases gradually.,"dislike it. this decrease slowed, settling to a steady decline of 500 points per decade.",4,3,1,2,i arranged it by the rate of decreasing compared to others.,4,"i like it. after falling, median household income increases gradually.",i like it because after falling it increases gradually.,like it. it's increases gradually from 1990 to 2010.,3,1,2,i arranged it by which has a high increasing rate. ,1,2,4,"after 2019, the number of immigrants value is increased suddenly.","from 1960 to 2019, the number of immigrants value is decreases and increases gradually.",the graph shows the value of immigrants from 1960 to 2020.,5,3,5,5,6,5,5,4,5,6,6,5,5,6,35 - 44,4 year degree,Few times a week,6,"Social media,News article (online)",,Every day,1,Once a week,3,"Social media,Books,Magazines,Short stories",,nothing it's good.
258,9,I like how easy it is to track sports game attendance over time.,I like how easy it is to track sports game attendance over time.  I'm not sure that the annotation is presented by the data though.  I dislike mixing facts with opinion.,I like that the axis have a reasonable spacing between data points.,I dislike the amount of time it takes to read this.  A chart would be much quicker to process.,1,4,3,2,I like the raw data and being able to draw my own conclusions from the data.  Data doesn't lie.  The story about the data is okay.  I feel like one annotation feels more shaky than a whole story of it though so I put that one last.,5,I think that this chart is good but it would be nice to have some annotations saying what was happening at this point.  Also the title could be updated to say which president this is tracking.,I like that this is easy to read.  I can quickly see the relationship.,I like that these annotations are stating facts and not opinion.,3,2,1,I like annotations that state facts and help understand the data.,2,2,4,Income in 2010 greater than 2008,,,2,3,5,4,5,2,2,3,5,6,2,2,2,6,35 - 44,4 year degree,Few times a week,6,"Job or career,Social media,News article (online),Scientific publications,Infographics,Government reports",,Every day,1,Every day,1,"Job or career,Social media,News (online or print),Scientific publications,Books,Magazines,Short stories",,This was interesting and not what I thought it would be.
259,8,I dislike seeing the amount of users declining. It shows that this app is doomed to fail and has passed its prime.,It gives the most important part of the graph related to the rise but otherwise the graph is lacking any more information.,I like how it informs important points in the graph. It gives you enough information.,I dislike how it's presented as a block of text. I would like to see visual representation.,3,2,1,4,,1,The graph feels lacking in anything beyond the general trend of the app.,I dislike its lack of information and the choice of explaining a useless point on the graph.,Its lacking in the important points of the graph and choose a somewhat useless point to give information on.,3,2,1,,6,1,,National debt hit an all-time low in the beginning of the 90's.,The early to mid 90's saw a steady climb in national debt.,2000 to 2010 was steady in it's national debt.,5,3,5,5,5,5,5,5,4,5,4,5,5,5,25 - 34,4 year degree,Few times a month,4,"News article (online),News media (e.g., television news),Health information,Scientific publications",,Every day,1,Few times a week,2,"Social media,News (online or print),Books,Short stories,Manuals or instructions",,
260,5,This is better than the last one; I don't need shown where the maximum value on the graph. That kind of defeats the purpose of it.,"I liked it was better with the text to explain why the rise and fall happened, I guess. But I also like that there's no clutter on the chart. ",It's a bit confusing as far as the timeline and the way events are related.,That there is no visual representation.,3,4,2,1,"I just process things better with words and percentages than with graphs, but I prefer the information together. I just don't like the way the text on the graph is presented and formatted. I think an arrow and label pointing to the maximum point on the graph is completely pointless, so if that's the only text, I'd rather it not be there at all.",9,"This is ok because if you're not offering any information as to why it rose or fall, I would assume that why it rises and falls isn't what I am supposed to be paying attention to.","I like that it tells you why attendance stayed high for that one little part, but it doesn't offer any information as to why attendance dropped or rose in other areas.",The added text is pointless. We can see from the drop in the visual that attendance plummetted.,2,1,3,"The information provided is helpful, but only as to why it remained high in 2010. The text ""Attendance plummets over the span of a year"" is not necessary and should be removed.",8,2,3,"The number of app users spiked around 2012-2013 to 500,000, then dramatically fell and leveled off a bit, but it still continues to decrease over years.",The title of the graph is more like a news headline than a graph title.,,4,3,6,6,5,6,6,4,2,5,5,6,6,6,25 - 34,Some college,Few times a week,6,"Job or career,Social media,News media (e.g., television news)",,Every day,1,Few times a week,2,"Job or career,Social media,News (online or print),Books,Magazines,Manuals or instructions,Government reports",,
261,1,"The visual is very clear, but the context of what changed in 2018 is not.  It would make me go look for context","The notation over 1970 is pretty useless, the title gives me some context and the visual is very clear","Perfect.  I can see and read the context, the visual is very clear, the notations are appropriate and appreciated",It is concise and detailed.  I feel like I have context and information I can actually use.  It is a bit dry and unengaging but very informative,4,3,1,2,I really like having context and real information.  Just the visual tells me something happened but not why.  The title of my 3rd ranked choice gives me some context even though the 1970 notation is useless,8,I would like to know why the major drop off happened. so this is a good visual just missing a bit of context,"I don't like this one at all, the annotation is pretty useless I can clearly see that there was a big jump 2012-2013","What app are we talking about?  why would you leave this info out?  If I knew what app we were talking about I would say that this chart is useful but the ""increase"" annotation is useless",1,3,2,I'd rather have less information than useless or pointless information.  Chart 2 tells me why there is a drop off but the increase annotation makes the chart cluttered and uncomfortable to look at,9,3,,sports attendance has rebounded completely in 2020,attendance in 2012 was the lowest since 2009,,4,3,5,4,5,4,5,2,3,4,5,5,5,6,45 - 54,4 year degree,Every day,7,"Job or career,Social media,News article (online),Infographics",,Every day,1,Every day,1,"Job or career,Social media,News (online or print),Books",,
262,2,It was very clear.,It was very graphic.,It was visually impressive.,"It hard to get through, boring.",3,1,2,4,,3,It was clear and easy to understand.,It made the point.,It had some text to explain things better.,3,1,2,,7,2,4,Immigration in 1982 was higher than in 1980.,Immigration in 2010 was lower than in 2005.,"Immigration in 1990 was higher than in 1980
",3,3,3,3,3,3,3,3,4,4,4,3,3,2,65 - 74,Professional degree,Once a month,3,News article (online),,Every day,1,Every day,1,"Social media,News (online or print),Books",,
263,4,I dislike it because there is neither a title or annotations.,This is better but there's no explanation as to the possible causes of the steep fluctuations. ,I like this because it has a possible cause of the steep increase. But none for the decline.,I like this more than the charts because it tries to give a fuller explanation to the data.,4,3,2,1,Better explanations.,6,I dislike it because the chart doesn't have annotations.,The chart is okay though there isn't  any explanation as to why the debt fell in the early 90s and then rose sharply.,This is a minor improvement -- only adds one data point.,3,2,1,The more information the better.,4,3,4,A sharp rise in housing prices -- caused by the technological boom -- began in the early 80s.,Housing prices began to fall and then rose again.,the prices stayed relatively stagnant from 1960 to 1980.,4,3,4,4,5,5,5,3,4,5,4,5,5,6,65 - 74,4 year degree,Few times a week,6,"News article (online),News article (print),News media (e.g., television news),Government reports",,Few times a week,2,Few times a week,2,"News (online or print),Magazines",,
264,9,It's extremely simple.  It's too simple. It doesn't give enough information.,I like that I can easily see the how the numbers fluctuate.  It doesn't provide a lot of information as to why the numbers fluctuate. ,"I like that there is more information, but I don't like that I can't tell if the grayed out area is refencing the grayed out info or the darker information.","It explained in detail what the graph did not.  You had to read instead of look at a graph.  If you are a visual learner, this is not the best option for you.",4,2,3,1,"I am a visual learner, but.....in reading, I received all the information I needed.  So in this case, I would prefer to read the information in stead of having to look at the graph and be left with more questions than answers.",7,It's very easy to look at.  It's too basic.  Doesn't provide any explanation.,I don't like anything about this.  It's stating the obvious.  Immigration in 1982 higher than 1980.  I can see that just by looking at the graph.  ,"I can see that immigration went up.  I can't tell why it went up and then down, and up again, and then way down",2,3,1,Some information is better than none.  ,6,3,4,1990 approximately at 28 trillion dollars,2010 does climb to 30 trillion dollars,at 2010 levels off and remains at 30 trillion dollars,3,3,4,4,3,4,4,4,4,4,3,4,4,4,55 - 64,Some college,Few times a month,4,"News article (online),News media (e.g., television news),Health information",,Few times a month,4,Few times a month,4,"Job or career,Social media,News (online or print),Manuals or instructions",,
265,1,The compressed nature of the graph makes the spike seem larger than it is - starting at 500k gives no context to the minor changes.,It brings attention to important contextual information.,The text is clearly attached to specific parts of the graph.,"It is concise and clear, easy to understand.",4,2,1,3,I ranked the displays by how much information they provided.,2,"It's basic, but effective, it shares information clearly.","Exactly as I said before - the text on the label is helpful, and the redundant text on the X axis is removed.","The label on the bar itself is useful and helpful, but the explanation of the X axis is unnecessary.",2,1,3,"The first one is perfect, the second one lacks context, and the third has distracting extraneous information.",8,3,4,A rapid increase in users led to a new update,"The new update was broken, which caused a decrease in users",The company never recovered after the broken update cost them their user base.,3,3,6,6,6,6,6,6,4,6,4,5,5,6,25 - 34,Some college,Few times a week,6,"Job or career,Social media,News article (online),News article (print),News media (e.g., television news),Health information,Infographics",,Every day,1,Once a week,3,"Job or career,Social media,News (online or print),Scientific publications,Books,Magazines,Short stories,Manuals or instructions,Brochures,Government reports",,"No issues, questions, comments, or concerns, thanks!"
266,3,I don't know what the title is or text.,I like being able to see all of the data along with rates of change in the visualization.,I like being able to see data for every year and see rates of change in the data.,This way of presenting information allows for precise numbers and spelled out trends that are easy to understand.,4,1,3,2,"Visualization is best, option 3 has too much text and option four doesn't have enough text.",9,A great visualization but no explanation for the sharp increase and decrease around 2010.,I feel like the text does not do enough to explain the odd pattern shown in the chart.,I feel like the added text regarding the plummet adds a timeframe that is hard to see based on the limited axis information.,3,2,1,Text helps but I feel like the visualization and pattern is so striking that it needs more information.,5,2,3,Presidential approval peaked at 80%,Presidential approval began at 40% before a sudden spike,A large drop in presidential approval followed by a steady decline.,3,3,5,5,5,4,5,5,4,4,3,5,5,5,25 - 34,4 year degree,Few times a month,4,"News article (online),News media (e.g., television news),Infographics",,Every day,1,Once a week,3,"Social media,News (online or print),Books,Manuals or instructions",,
267,8,"It's a quick view of what it intends to show, that's always good.  I don't like that there is a huge anomaly and no explanation for it.",This gives a quick snapshot but it fails to explain what happened between 2012 and 2013 to cause a spike and there's no reason that it fell again after.  It gives an incomplete picture.,I like how it makes things very clear what the trend is and what happened when it broke from the overall trend.,"There's a lot more details when it's written out like this, the downside being that it takes considerably longer to absorb the information than just seeing it on a graph.",4,3,1,2,I like quickly getting all the information I need.  I'd rather read a paragraph than have a chart that doesn't fully explain.,3,"It's simple for showing basic information, there's not a lot of context though.",I like that this gives you the information you need without the superfluous information of the extra annotation the previous chart had.,"It's a quick way to get an overall view, the annotations help to understand what's actually going on.",3,1,2,I prefer the one that gives me all the information without the pointless extra annotation in my 2nd choice.,3,1,2,There was a large decrease in the stock index between 1960 and 1962.,The stock index has been steadily declining since 1962.,The stock index was higher in 1970 than in 2010,5,3,5,5,4,4,5,5,6,5,5,5,5,6,35 - 44,Professional degree,Every day,7,"Job or career,Social media,News article (online),Scientific publications,Government reports",,Every day,1,Once a week,3,"Social media,News (online or print),Books,Short stories",,
268,2,"Without a title at the top, it is not clear the point of the chart. You can tell it if you sift through the labels on the axes, but it should be clear in one glance.",The axes on the graph are not clear for either the x or y. It is hard to tell exactly where the line is falling.,This chart is too busy. Too many pieces of information in too many places to make it helpful as a chart. ,"I like this way of presenting info as it lays out the information in a simple, straightforward way.",4,2,3,1,"I prefer to read information in written form instead of deciphering a graph. I felt like the graph I put in second place is the most clear, concise version that still gives what the reader needs. I don't like the busy way the third graph is put together, but it's better than the fourth one where there is basically nothing there to make it easy on the reader.",4,This graph is straight to the point.,"I think the ""maximum"" label is unncessary and is distracting It's self-evident that it's the maximum as it's the highest point on the graph.","I like the specification of the ""tech boom"" at the boom to show why the increase happened.",1,3,2,"I like the first one as it is clear. Even though the second one has the same ""maximum"" label as the one at the bottom, I like the specification of the reason for the increase.",8,1,2,App using peaked in the early 2010's. ,There are declining number of app users.,There are a large number of app users and a lot of information that it was hard for me to remember exactly what I was trying to gather.,3,3,4,3,4,4,4,3,2,5,4,3,3,6,45 - 54,Professional degree,Few times a week,6,"Job or career,News article (online),Infographics",,Every day,1,Every day,1,"Job or career,Social media,News (online or print),Books",,
269,8,There is no purpose for the graph. The application is not listed. There's no relation to the year in question.,The app statistics were useful to understand the purpose f the graph.,The additional highlighted information gathered a good grip of the purpose of the chart.,This doesn't represent the data well enough. Easily presented differently without large text. Easy to grasp content.,3,1,2,4,The graphs were easier to read. I think the panel on the right could have produced a higher quality data explanation.,7,There was a large variance in the numbers. The text title is too large and confusing.,The additional text helps the user understand the meaning of the title to comprehend the graph.,The additional text helps understand the context to explain the title in easier to comprehend terms.,3,2,1,The additional text here is needed to comprehend the nature of the graph.,4,1,3,The chart had at least one peak between 1980 and 1990,The levels had changed and were noted with years in a text box,levels returned to normal after 2000,3,3,4,4,4,6,3,4,4,5,6,2,2,6,25 - 34,,Few times a month,4,"Social media,None",,Once a week,3,Once a week,3,"Social media,Manuals or instructions,Brochures,None",,
270,4,"The layout seems more user friendly and easy for me to comprehend, due to the way the income and years are laid out.",I like that it feels somewhat user friendly to understand the chats due to the layout.,"I like the layout even better because more details were added to the chart which makes it even more easier to comprehend. The more details given, the more easier it is to understand.","I don't like that it doesn't use graphs. This way of explaining seems to make it more difficult for me to comprehend. However, I do like the fact that there was an overwhelming amount of content to read.",3,2,1,4,Based on the charts that were the most easiest to comprehend due to providing the most info.,7,"I feel it could use a little more added details on the graph, but I still prefer this form of layout which makes it more easier to understand.","Once again, the more details provided, the more easier it is for someone to understand. The level of details provided on this chart makes it less confusing and easier to comprehend.",I liked this layout much better than the previous once due to providing even more relevant content which makes it easier to comprehend.,3,2,1,Based on the chart that provided the most content.,5,1,,President approval ratings were the highest between 2017 and 2018.,It showed president approval ratings between 2015 and 2020.,Ratings were at all time low in 2020,4,3,4,4,5,4,4,4,5,6,6,6,6,6,25 - 34,High school graduate,Few times a week,6,"Job or career,Social media,News media (e.g., television news),Health information,Scientific publications",,Every day,1,Few times a week,2,"Job or career,Social media,News (online or print),Scientific publications",,enjoyed
271,1,"I like that it's plain and simple, it's clear what it's about",I like the additional information. ,"It has more information, not sure I like it, it's too crowded, sometimes less is more. ",It's a true representation of the chart,2,1,4,3,"The First one showed and described everything needed, the remainder either was missing info or just way to much for me. ",5,"It's still ok, some added info would be good.","I like this, straightforward ","I don't like the added explanation, it's just too much. People know how to read these having to spell everything out to someone should not be necessary, to crowded of a chart, really don't like it",2,1,3,I ranked them by information provided from what I like the rest are either too much or not enough info,3,3,4,Pivotal moment for stock index from the year 1960 to 2010,Stock index was at it's lowest in 2010,National debt crisis caused a steep decrease in 1965,3,3,5,4,5,3,4,2,4,3,4,1,1,6,45 - 54,Some college,Every day,7,Job or career,,Every day,1,Every day,1,"Social media,Books,Magazines,Short stories",,
272,9,i dont like the sustain area,its not showing correct axis,there is no need to show the attendence ,but that way its not clear to see the low and high rate,1,2,3,4,its easy to understand,7,easy to see spike in immigration,ponicy needs to bee change so thats good,explaination is easy to check,1,3,2,number of immigration was incresing,6,1,2,increasing 2016 to 2020,indicates the key fact,showing the increment,5,3,6,5,2,4,4,6,4,4,2,3,3,3,25 - 34,Some college,Few times a month,4,Government reports,,Few times a week,2,Once a week,3,"Magazines,Manuals or instructions",,enjoy this survey
