participantID,generatedChart,takeawayInfoReliance,takeawayRank,chartSemanticLevel,chartSemanticLevel_next,chartAnnotation,chartAnnotation_next,takeawayText,takeawayLevel,isTakeawayMatch,takeawayMatchLevel,isTakeawayExt,isTakeawayL1,isTakeawayL2,isTakeawayL3,isTakeawayL4
225,5,4,2,4,NA,President starts popular initiatives against child hunger,NA,2017 showed the highest approval rating of 80.,2,0,0,0,0,1,0,0
225,5,4,3,4,NA,President starts popular initiatives against child hunger,NA,Initiatives against child hunger appears to be a large factor in the rise of approval ratings.,4,1,4,0,0,0,0,1
226,2,4,1,3,4,"After steadily increasing, median household income spiked suddenly in 2008.",Steady increase from 1960-2008 was caused by an increase in base wages.,Median household income was the highest in 2010.,2,0,0,0,0,1,0,0
226,2,4,2,3,4,"After steadily increasing, median household income spiked suddenly in 2008.",Steady increase from 1960-2008 was caused by an increase in base wages.,Median household income spiked in 2008 after a steady increase.,3,1,3,0,0,0,1,0
227,2,4,1,2,3,Income in 2010 greater than 2008,"After steadily increasing, median household income spiked suddenly in 2008.",Median household income spiked in 2008.,3,1,3,0,0,0,1,0
227,2,4,2,2,3,Income in 2010 greater than 2008,"After steadily increasing, median household income spiked suddenly in 2008.",Median household income was much higher in 2010 than it was in 1960.,2,0,0,0,0,1,0,0
228,7,4,1,2,3,Immigration in 1982 higher than 1980,Second peak occurs about 10 years after the first,Immigration was higher in 1982 than in 1980.,2,1,2,0,0,1,0,0
228,7,4,2,2,3,Immigration in 1982 higher than 1980,Second peak occurs about 10 years after the first,The level of immigration dropped drastically from 1980-1985.,3,0,0,0,0,0,1,0
228,7,4,3,2,3,Immigration in 1982 higher than 1980,Second peak occurs about 10 years after the first,Immigration peaked again in 1990.,3,1,3,0,0,0,1,0
229,8,4,1,2,4,Number of app users in 2020 less than in 2015,Update to the app introduced large issues for users,The number of users declined over time.,3,0,0,0,0,0,1,0
229,8,4,2,2,4,Number of app users in 2020 less than in 2015,Update to the app introduced large issues for users,The number of users jumped greatly in 2012.,3,0,0,0,0,0,1,0
229,8,4,3,2,4,Number of app users in 2020 less than in 2015,Update to the app introduced large issues for users,An update in 2012 caused problems for users.,4,1,4,0,0,0,0,1
230,7,4,1,2,NA,Immigration in 1982 higher than 1980,NA,Immigration rose steadily from 1960 thru 1982,3,0,0,0,0,0,1,0
230,7,4,2,2,NA,Immigration in 1982 higher than 1980,NA,After a rise to a max in 1982 immigration dropped into the mid 80's,3,0,0,0,0,0,1,0
230,7,4,3,2,NA,Immigration in 1982 higher than 1980,NA,immigration rose again during the the late 80's then dropped steadily until 2010,3,0,0,0,0,0,1,0
231,4,5,1,1,3,Line depicts the change in median household income every 10 years from 1960-2010,"After falling, household income increases.",There was a huge spike about 1985.,3,0,0,0,0,0,1,0
232,9,3,1,2,4,Attendance in 2010 greater than 2009,Sustained high attendance due to consecutive season ticket deals,Sustained season ticket sales kept attendance high,4,1,4,0,0,0,0,1
232,9,3,2,2,4,Attendance in 2010 greater than 2009,Sustained high attendance due to consecutive season ticket deals,Attendance plummeted after season ticket sales crashed,4,0,0,0,0,0,0,1
232,9,3,3,2,4,Attendance in 2010 greater than 2009,Sustained high attendance due to consecutive season ticket deals,Attendance has been recovering since the above.,3,0,0,0,0,0,1,0
233,5,4,1,3,4,Steep fall slows to a steady decrease,President starts popular initiatives against child hunger,The approval rating when up when he did the child issue.,4,1,4,0,0,0,0,1
233,5,4,2,3,4,Steep fall slows to a steady decrease,President starts popular initiatives against child hunger,It dropped right after at a very steep rate.,3,1,3,0,0,0,1,0
233,5,4,3,3,4,Steep fall slows to a steady decrease,President starts popular initiatives against child hunger,Not sure why it dropped but it was below what it was before hte peak.,3,0,0,0,0,0,1,0
234,8,4,1,1,3,Number of app users ranged from 0 to 500K,Rapid increase in users from 2012 to 2013,"After a rise in about 2012, the chart showed a steady decline over the next few years.",3,1,3,0,0,0,1,0
235,7,5,1,1,2,Line depicts number of immigrants over time,Immigration in 1982 higher than 1980,Immigration was greater in 1982 than 1980,2,1,2,0,0,1,0,0
235,7,5,2,1,2,Line depicts number of immigrants over time,Immigration in 1982 higher than 1980,Immigration steadily declined after the early 1990's.,3,0,0,0,0,0,1,0
235,7,5,3,1,2,Line depicts number of immigrants over time,Immigration in 1982 higher than 1980,Immigration in 2010 was about the same as 1970,2,0,0,0,0,1,0,0
236,1,5,1,1,NA,"Years span 1960-2020, shown in decades",NA,Chart depicts number of immigrants from 1960-2020 with tick marks at each decade,1,1,1,0,1,0,0,0
236,1,5,2,1,NA,"Years span 1960-2020, shown in decades",NA,the 80's resulted in the lowest point for number of immigrants,2,0,0,0,0,1,0,0
236,1,5,3,1,NA,"Years span 1960-2020, shown in decades",NA,"2020 represented a steep increase in immigration, close to 2.0M vs a prior average of about 250K",3,0,0,0,0,0,1,0
237,9,3,1,3,NA,Attendance plummets over the span of a year.,NA,game attendance went down between 2010 and 2013,3,1,3,0,0,0,1,0
238,8,4,1,2,NA,Number of app users in 2020 less than in 2015,NA,App users peaked at 500K around 2013,2,0,0,0,0,1,0,0
238,8,4,2,2,NA,Number of app users in 2020 less than in 2015,NA,From 2015 to 2020 users declined slowly.,3,1,2,0,0,0,1,0
238,8,4,3,2,NA,Number of app users in 2020 less than in 2015,NA,App users were fewer in 2020 than in 2015,2,1,2,0,0,1,0,0
239,5,3,1,3,NA,Steep fall slows to a steady decrease,NA,Steep fall from 2017-2018,3,1,3,0,0,0,1,0
239,5,3,2,3,NA,Steep fall slows to a steady decrease,NA,Steady fall from 2018-2020,3,1,3,0,0,0,1,0
239,5,3,3,3,NA,Steep fall slows to a steady decrease,NA,Stable from 2015-2017,3,0,0,0,0,0,1,0
240,5,4,1,3,NA,Steep fall slows to a steady decrease,NA,president approval rating with year graph which provides the fluctuations between2015 to 2020,1,0,0,0,1,0,0,0
240,5,4,2,3,NA,Steep fall slows to a steady decrease,NA,the gradual increases from 2015 to 2017 after that reaches maximum point,3,0,0,0,0,0,1,0
240,5,4,3,3,NA,Steep fall slows to a steady decrease,NA,then slightly down from the maximum point 80 steep fall slows to steady decrease to the end,3,1,3,0,0,0,1,0
241,9,3,1,2,3,Attendance in 2010 greater than 2009,Attendance plummets over the span of a year.,sports attendance dropped then it rebounded,3,0,0,0,0,0,1,0
241,9,3,2,2,3,Attendance in 2010 greater than 2009,Attendance plummets over the span of a year.,wages fell then they went up,3,0,0,0,0,0,1,0
241,9,3,3,2,3,Attendance in 2010 greater than 2009,Attendance plummets over the span of a year.,the visualization is a great way to present information when done correctly.,0,0,0,1,0,0,0,0
242,5,4,1,3,4,Steep fall slows to a steady decrease,President starts popular initiatives against child hunger,it show that initiatives against the child hunger reaches the maximum point at 80 while discovering corruption it looks dislike that,4,1,4,0,0,0,0,1
242,5,4,2,3,4,Steep fall slows to a steady decrease,President starts popular initiatives against child hunger,Dramatical changes would be acceptable I like the way of method of presenting information,0,0,0,0,0,0,0,0
242,5,4,3,3,4,Steep fall slows to a steady decrease,President starts popular initiatives against child hunger,should be there some improvement by this graph decreasing manner it is dislike by opinion of myself,0,0,0,0,0,0,0,0
243,2,4,1,2,NA,Income in 2010 greater than 2008,NA,income in 2010 is greater than 2008,2,1,2,0,0,1,0,0
243,2,4,2,2,NA,Income in 2010 greater than 2008,NA,number of immigrations in 1960 is greater than next years,2,0,0,0,0,1,0,0
243,2,4,3,2,NA,Income in 2010 greater than 2008,NA,immigration in 1965 and 1980 stayed in stagunate level.,3,0,0,0,0,0,1,0
244,7,3,1,3,NA,Second peak occurs about 10 years after the first,NA,The number of immigrants reached it's highest point around 1980,2,0,0,0,0,1,0,0
244,7,3,2,3,NA,Second peak occurs about 10 years after the first,NA,The information in the chart ranges from 1970 to 2010,1,0,0,0,1,0,0,0
245,2,5,1,3,NA,"After steadily increasing, median household income spiked suddenly in 2008.",NA,after the year of 2000 the median household income is increased mostly.,3,1,3,0,0,0,1,0
245,2,5,2,3,NA,"After steadily increasing, median household income spiked suddenly in 2008.",NA,"in 1960 to 2000, median household income is increased gradually.",3,1,3,0,0,0,1,0
245,2,5,3,3,NA,"After steadily increasing, median household income spiked suddenly in 2008.",NA,it shows the biggest growth of median household income.,3,0,0,0,0,0,1,0
246,1,4,1,2,NA,Number of immigrants in 2012 is greater than in 2011,NA,Number of immigrants higher in 2012 than 2011.,2,1,2,0,0,1,0,0
246,1,4,2,2,NA,Number of immigrants in 2012 is greater than in 2011,NA,Immigration was steady until just before 2020ish.,3,0,0,0,0,0,1,0
246,1,4,3,2,NA,Number of immigrants in 2012 is greater than in 2011,NA,Immigration had a huge spike toward the year 2020.,3,0,0,0,0,0,1,0
247,8,3,1,3,NA,Rapid increase in users from 2012 to 2013,NA,rapid increase in app users from 2012 to 2013,3,1,3,0,0,0,1,0
247,8,3,2,3,NA,Rapid increase in users from 2012 to 2013,NA,overall trend is a decrease in app users,3,0,0,0,0,0,1,0
248,4,3,1,1,4,Line depicts the change in median household income every 10 years from 1960-2010,Technological boom,Median household income was stagnate from 1960 to 1980,3,0,0,0,0,0,1,0
248,4,3,2,1,4,Line depicts the change in median household income every 10 years from 1960-2010,Technological boom,Median household income sharply rose after a technological boom in the eighties,4,1,4,0,0,0,0,1
248,4,3,3,1,4,Line depicts the change in median household income every 10 years from 1960-2010,Technological boom,Median household income steadily rose after 1990,3,0,0,0,0,0,1,0
249,8,3,1,1,3,Number of app users ranged from 0 to 500K,Rapid increase in users from 2012 to 2013,Users rapidly uncreases in 2012 to 2013,3,1,3,0,0,0,1,0
249,8,3,2,1,3,Number of app users ranged from 0 to 500K,Rapid increase in users from 2012 to 2013,Shows number of app users,1,1,1,0,1,0,0,0
250,4,5,1,3,NA,"After falling, household income increases.",NA,It seemed to fluctuate over time rather dramatically both falling and rising.,3,0,0,0,0,0,1,0
251,2,4,1,1,NA,"Years span 1960 to 2010, shown in decades",NA,Median household income has quadrupled from 1960 to 2020,2,0,0,0,0,1,0,0
251,2,4,2,1,NA,"Years span 1960 to 2010, shown in decades",NA,Median household income only rose on the graph,3,0,0,0,0,0,1,0
252,1,4,1,3,4,Slight uptick in the overall decreasing trend,More job opportunities and government policy encouraged immigration,"job opportunities stayed stagnant for a long time, but big increase in recent years",4,1,4,0,0,0,0,1
252,1,4,2,3,4,Slight uptick in the overall decreasing trend,More job opportunities and government policy encouraged immigration,immigration policy has a huge effect,4,1,4,0,0,0,0,1
253,6,4,1,2,NA,Minimum,NA,The minimum national debt was between 1990 and 1995.,2,1,2,0,0,1,0,0
253,6,4,2,2,NA,Minimum,NA,The debt returned to it's pre 1990 state following 1995.,3,0,0,0,0,0,1,0
253,6,4,3,2,NA,Minimum,NA,The debt lowered around 1990.,3,0,0,0,0,0,1,0
254,8,3,1,2,4,Number of app users in 2020 less than in 2015,Update to the app introduced large issues for users,Number of app users has decreased overall,3,0,0,0,0,0,1,0
255,6,3,1,2,4,Minimum,Government instituted restrictions on international borrowing,National debt plummeted from 1990 to 1992,3,0,0,0,0,0,1,0
255,6,3,2,2,4,Minimum,Government instituted restrictions on international borrowing,Government restrictions on borrowing stopped the increase in debt but did not reduce it.,4,1,4,0,0,0,0,1
256,4,4,1,2,4,Maximum,Technological boom,Reach max in 1985.,2,1,2,0,0,1,0,0
256,4,4,2,2,4,Maximum,Technological boom,Shows median income from 1960 to 2010.,1,0,0,0,1,0,0,0
256,4,4,3,2,4,Maximum,Technological boom,Income said the same between 1960 through 1982,3,0,0,0,0,0,1,0
257,1,5,1,2,4,Number of immigrants in 2012 is greater than in 2011,More job opportunities and government policy encouraged immigration,"after 2019, the number of immigrants value is increased suddenly.",3,0,0,0,0,0,1,0
257,1,5,2,2,4,Number of immigrants in 2012 is greater than in 2011,More job opportunities and government policy encouraged immigration,"from 1960 to 2019, the number of immigrants value is decreases and increases gradually.",3,0,0,0,0,0,1,0
257,1,5,3,2,4,Number of immigrants in 2012 is greater than in 2011,More job opportunities and government policy encouraged immigration,the graph shows the value of immigrants from 1960 to 2020.,1,0,0,0,1,0,0,0
258,2,2,1,2,4,Income in 2010 greater than 2008,Steady increase from 1960-2008 was caused by an increase in base wages.,Income in 2010 greater than 2008,2,1,2,0,0,1,0,0
259,6,5,1,1,NA,National debt over 20 years,NA,National debt hit an all-time low in the beginning of the 90's.,2,0,0,0,0,1,0,0
259,6,5,2,1,NA,National debt over 20 years,NA,The early to mid 90's saw a steady climb in national debt.,3,0,0,0,0,0,1,0
259,6,5,3,1,NA,National debt over 20 years,NA,2000 to 2010 was steady in it's national debt.,3,0,0,0,0,0,1,0
260,8,4,1,2,3,Number of app users in 2020 less than in 2015,Rapid increase in users from 2012 to 2013,"The number of app users spiked around 2012-2013 to 500,000, then dramatically fell and leveled off a bit, but it still continues to decrease over years.",3,1,3,0,0,0,1,0
260,8,4,2,2,3,Number of app users in 2020 less than in 2015,Rapid increase in users from 2012 to 2013,The title of the graph is more like a news headline than a graph title.,1,0,0,0,1,0,0,0
261,9,4,1,3,NA,Attendance plummets over the span of a year.,NA,sports attendance has rebounded completely in 2020,3,0,0,0,0,0,1,0
261,9,4,2,3,NA,Attendance plummets over the span of a year.,NA,attendance in 2012 was the lowest since 2009,2,0,0,0,0,1,0,0
262,7,3,1,2,4,Immigration in 1982 higher than 1980,Changes in administrative policy caused spikes in immigration,Immigration in 1982 was higher than in 1980.,2,1,2,0,0,1,0,0
262,7,3,2,2,4,Immigration in 1982 higher than 1980,Changes in administrative policy caused spikes in immigration,Immigration in 2010 was lower than in 2005.,2,0,0,0,0,1,0,0
262,7,3,3,2,4,Immigration in 1982 higher than 1980,Changes in administrative policy caused spikes in immigration,Immigration in 1990 was higher than in 1980,2,0,0,0,0,1,0,0
263,4,4,1,3,4,"After falling, household income increases.",Technological boom,A sharp rise in housing prices -- caused by the technological boom -- began in the early 80s.,4,1,4,0,0,0,0,1
263,4,4,2,3,4,"After falling, household income increases.",Technological boom,Housing prices began to fall and then rose again.,3,1,3,0,0,0,1,0
263,4,4,3,3,4,"After falling, household income increases.",Technological boom,the prices stayed relatively stagnant from 1960 to 1980.,3,0,0,0,0,0,1,0
264,6,3,1,3,4,National debt climbs to previous high,Government instituted restrictions on international borrowing,1990 approximately at 28 trillion dollars,2,0,0,0,0,1,0,0
264,6,3,2,3,4,National debt climbs to previous high,Government instituted restrictions on international borrowing,2010 does climb to 30 trillion dollars,3,1,3,0,0,0,1,0
264,6,3,3,3,4,National debt climbs to previous high,Government instituted restrictions on international borrowing,at 2010 levels off and remains at 30 trillion dollars,3,0,0,0,0,0,1,0
265,8,3,1,3,4,Rapid increase in users from 2012 to 2013,Update to the app introduced large issues for users,A rapid increase in users led to a new update,4,1,4,0,0,0,0,1
265,8,3,2,3,4,Rapid increase in users from 2012 to 2013,Update to the app introduced large issues for users,"The new update was broken, which caused a decrease in users",4,1,4,0,0,0,0,1
265,8,3,3,3,4,Rapid increase in users from 2012 to 2013,Update to the app introduced large issues for users,The company never recovered after the broken update cost them their user base.,4,1,4,0,0,0,0,1
266,5,3,1,2,3,Maximum,Steep fall slows to a steady decrease,Presidential approval peaked at 80%,2,1,2,0,0,1,0,0
266,5,3,2,2,3,Maximum,Steep fall slows to a steady decrease,Presidential approval began at 40% before a sudden spike,3,0,0,0,0,0,1,0
266,5,3,3,2,3,Maximum,Steep fall slows to a steady decrease,A large drop in presidential approval followed by a steady decline.,3,1,3,0,0,0,1,0
267,3,5,1,1,2,Line depicts stock index over a series of 5 decades,"Stock index at 5 in 2010, less than in 1970",There was a large decrease in the stock index between 1960 and 1962.,3,0,0,0,0,0,1,0
267,3,5,2,1,2,Line depicts stock index over a series of 5 decades,"Stock index at 5 in 2010, less than in 1970",The stock index has been steadily declining since 1962.,3,0,0,0,0,0,1,0
267,3,5,3,1,2,Line depicts stock index over a series of 5 decades,"Stock index at 5 in 2010, less than in 1970",The stock index was higher in 1970 than in 2010,2,1,2,0,0,1,0,0
268,8,3,1,1,2,Number of app users ranged from 0 to 500K,Number of app users in 2020 less than in 2015,App using peaked in the early 2010's.,2,0,0,0,0,1,0,0
268,8,3,2,1,2,Number of app users ranged from 0 to 500K,Number of app users in 2020 less than in 2015,There are declining number of app users.,3,0,0,0,0,0,1,0
268,8,3,3,1,2,Number of app users ranged from 0 to 500K,Number of app users in 2020 less than in 2015,There are a large number of app users and a lot of information that it was hard for me to remember exactly what I was trying to gather.,0,0,0,0,0,0,0,0
269,4,3,1,1,3,Line depicts the change in median household income every 10 years from 1960-2010,"After falling, household income increases.",The chart had at least one peak between 1980 and 1990,3,0,0,0,0,0,1,0
269,4,3,2,1,3,Line depicts the change in median household income every 10 years from 1960-2010,"After falling, household income increases.",The levels had changed and were noted with years in a text box,1,0,0,0,1,0,0,0
269,4,3,3,1,3,Line depicts the change in median household income every 10 years from 1960-2010,"After falling, household income increases.",levels returned to normal after 2000,3,1,3,0,0,0,1,0
270,5,4,1,1,NA,President approval rating over 5 years (2015-2020),NA,President approval ratings were the highest between 2017 and 2018.,2,0,0,0,0,1,0,0
270,5,4,2,1,NA,President approval rating over 5 years (2015-2020),NA,It showed president approval ratings between 2015 and 2020.,1,1,1,0,1,0,0,0
270,5,4,3,1,NA,President approval rating over 5 years (2015-2020),NA,Ratings were at all time low in 2020,2,0,0,0,0,1,0,0
271,3,3,1,3,4,"Pivotal moment for stock index in 1962, decreasing rate changed dramatically",National debt crisis caused steep decrease from 1960-62.,Pivotal moment for stock index from the year 1960 to 2010,3,1,3,0,0,0,1,0
271,3,3,2,3,4,"Pivotal moment for stock index in 1962, decreasing rate changed dramatically",National debt crisis caused steep decrease from 1960-62.,Stock index was at it's lowest in 2010,2,0,0,0,0,1,0,0
271,3,3,3,3,4,"Pivotal moment for stock index in 1962, decreasing rate changed dramatically",National debt crisis caused steep decrease from 1960-62.,National debt crisis caused a steep decrease in 1965,4,1,4,0,0,0,0,1
272,6,5,1,1,2,National debt over 20 years,Minimum,increasing 2016 to 2020,3,0,0,0,0,0,1,0
272,6,5,2,1,2,National debt over 20 years,Minimum,indicates the key fact,1,0,0,0,1,0,0,0
272,6,5,3,1,2,National debt over 20 years,Minimum,showing the increment,1,0,0,0,1,0,0,0
273,8,3,1,1,NA,Number of app users ranged from 0 to 500K,NA,The chart went from 2010 to 2020.,1,0,0,0,1,0,0,0
273,8,3,2,1,NA,Number of app users ranged from 0 to 500K,NA,"The chart peaked around 500k, between 2012 and 2013.",2,0,0,0,0,1,0,0
273,8,3,3,1,NA,Number of app users ranged from 0 to 500K,NA,"Other than the peak, above, the # of users started around 350k began dropping, hit the above peak, and then declined to around 30k users.",3,0,0,0,0,0,1,0
274,9,4,1,1,2,Sports game attendance (in thousands) over 20 years,Attendance in 2010 greater than 2009,The attendance remains same between the years 2009 and 2012,3,0,0,0,0,0,1,0
274,9,4,2,1,2,Sports game attendance (in thousands) over 20 years,Attendance in 2010 greater than 2009,The attendance has decreased gradually from the year 2000 and 2009,3,0,0,0,0,0,1,0
274,9,4,3,1,2,Sports game attendance (in thousands) over 20 years,Attendance in 2010 greater than 2009,the attendance has increased gradually from the year 2012 to 2020,3,0,0,0,0,0,1,0
275,1,4,1,1,NA,"Years span 1960-2020, shown in decades",NA,The number of immigrants dramatically rose around 2018.,3,0,0,0,0,0,1,0
275,1,4,2,1,NA,"Years span 1960-2020, shown in decades",NA,"Up until around 2018, the number of immigrants remained relatively stagnant.",3,0,0,0,0,0,1,0
276,6,4,1,1,4,National debt over 20 years,Government instituted restrictions on international borrowing,"From 2000 to 2010, the borrowing was steady",3,0,0,0,0,0,1,0
276,6,4,2,1,4,National debt over 20 years,Government instituted restrictions on international borrowing,There was a large drop around 1992,3,0,0,0,0,0,1,0
276,6,4,3,1,4,National debt over 20 years,Government instituted restrictions on international borrowing,"In 2000, the level recovered to approximately the same level as seen in 1990",3,0,0,0,0,0,1,0
277,3,3,1,2,3,"Stock index at 5 in 2010, less than in 1970","Pivotal moment for stock index in 1962, decreasing rate changed dramatically",The stock index dropped dramatically between 1960 and 1965.,3,1,3,0,0,0,1,0
277,3,3,2,2,3,"Stock index at 5 in 2010, less than in 1970","Pivotal moment for stock index in 1962, decreasing rate changed dramatically",The stock index continued to decline up to the last entry of 2010.,3,0,0,0,0,0,1,0
277,3,3,3,2,3,"Stock index at 5 in 2010, less than in 1970","Pivotal moment for stock index in 1962, decreasing rate changed dramatically",The stock index was measured between 4k and 5 over 5 decades.,2,0,0,0,0,1,0,0
278,4,4,1,4,NA,Technological boom,NA,"Household income temporarily boomed from 1982 to 1987, then fell.",3,0,0,0,0,0,1,0
278,4,4,2,4,NA,Technological boom,NA,Household income increased from 1989 to 2010.,3,0,0,0,0,0,1,0
278,4,4,3,4,NA,Technological boom,NA,Household income was stagnant from 1960 to 1982.,3,0,0,0,0,0,1,0
279,2,3,1,1,2,"Years span 1960 to 2010, shown in decades",Income in 2010 greater than 2008,Income sharply increased after 2008,3,0,0,0,0,0,1,0
279,2,3,2,1,2,"Years span 1960 to 2010, shown in decades",Income in 2010 greater than 2008,Income went up steadily before 2008,3,0,0,0,0,0,1,0
279,2,3,3,1,2,"Years span 1960 to 2010, shown in decades",Income in 2010 greater than 2008,The chart's range is from 1960 to 2010,1,1,1,0,1,0,0,0
280,4,5,1,2,4,Maximum,Technological boom,"After the tech boom in 1981, median values increased to a maximum within just a few years, but then returned to near ""pre-boom"" values by 1990",4,1,4,0,0,0,0,1
280,4,5,2,2,4,Maximum,Technological boom,"After the peak came and went, median values steadily increased until they returned to near maximum levels.",3,0,0,0,0,0,1,0
281,5,5,1,1,2,President approval rating over 5 years (2015-2020),Maximum,The presidential approval rating was stable from 2015 through 2017.,3,0,0,0,0,0,1,0
281,5,5,2,1,2,President approval rating over 5 years (2015-2020),Maximum,"In 2017, a sharp rise in approval rating happened followed by a sharp decrease.",3,0,0,0,0,0,1,0
281,5,5,3,1,2,President approval rating over 5 years (2015-2020),Maximum,"After the sharp decrease, the approval rating continued to plummet but at a slower pace.",3,0,0,0,0,0,1,0
282,2,4,1,2,NA,Income in 2010 greater than 2008,NA,median income for households has steadily increased,3,0,0,0,0,0,1,0
282,2,4,2,2,NA,Income in 2010 greater than 2008,NA,median income sharply increased in two years from 2010 to 2012,3,0,0,0,0,0,1,0
283,2,4,1,2,3,Income in 2010 greater than 2008,"After steadily increasing, median household income spiked suddenly in 2008.",Household income generally rose at similar rates for over 40 years.,3,0,0,0,0,0,1,0
283,2,4,2,2,3,Income in 2010 greater than 2008,"After steadily increasing, median household income spiked suddenly in 2008.",Household income spiked in 2008.,3,1,3,0,0,0,1,0
283,2,4,3,2,3,Income in 2010 greater than 2008,"After steadily increasing, median household income spiked suddenly in 2008.",Median household income was about 80000 in 2010.,2,0,0,0,0,1,0,0
284,6,3,1,1,3,National debt over 20 years,National debt climbs to previous high,National debt climbed steadily in the 1990s,3,1,3,0,0,0,1,0
284,6,3,2,1,3,National debt over 20 years,National debt climbs to previous high,National debt has remained fairly steady since 2000,3,0,0,0,0,0,1,0
285,8,2,1,4,NA,Update to the app introduced large issues for users,NA,The app had a steady rise in 2012.,3,0,0,0,0,0,1,0
285,8,2,2,4,NA,Update to the app introduced large issues for users,NA,"Also in 2012, a bug with the app caused a huge decrease in overall users.",4,1,4,0,0,0,0,1
285,8,2,3,4,NA,Update to the app introduced large issues for users,NA,The app continued to steadily decline past 2012 onwards.,3,0,0,0,0,0,1,0
286,3,4,1,1,2,Line depicts stock index over a series of 5 decades,"Stock index at 5 in 2010, less than in 1970",The stock index has gone way down since 1960,3,0,0,0,0,0,1,0
286,3,4,2,1,2,Line depicts stock index over a series of 5 decades,"Stock index at 5 in 2010, less than in 1970",Very sharp drop between 1960 and 1965 maybe and then a pretty continuous drop since then,3,0,0,0,0,0,1,0
287,3,4,1,1,NA,Line depicts stock index over a series of 5 decades,NA,stock index are highest in 1960,2,0,0,0,0,1,0,0
287,3,4,2,1,NA,Line depicts stock index over a series of 5 decades,NA,the stock index in 1960 reach 4000,2,0,0,0,0,1,0,0
287,3,4,3,1,NA,Line depicts stock index over a series of 5 decades,NA,in 2010 the stock index reach the lowest at almost 0.,2,0,0,0,0,1,0,0
288,8,5,1,3,4,Rapid increase in users from 2012 to 2013,Update to the app introduced large issues for users,An issue in an app caused a dramatic drop off in users.,4,1,4,0,0,0,0,1
288,8,5,2,3,4,Rapid increase in users from 2012 to 2013,Update to the app introduced large issues for users,The users have been about the same since 2015.,3,0,0,0,0,0,1,0
288,8,5,3,3,4,Rapid increase in users from 2012 to 2013,Update to the app introduced large issues for users,The most users ever reached was 500k.,2,0,0,0,0,1,0,0
289,4,5,1,3,NA,"After falling, household income increases.",NA,Median household income has now risen to almost 1982 levels,3,0,0,0,0,0,1,0
289,4,5,2,3,NA,"After falling, household income increases.",NA,Median household income decreased drastically in 1990,3,0,0,0,0,0,1,0
289,4,5,3,3,NA,"After falling, household income increases.",NA,Median household income rose drastically in 1982,3,0,0,0,0,0,1,0
290,8,4,1,1,4,Number of app users ranged from 0 to 500K,Update to the app introduced large issues for users,The app update that caused issues with the platform resulted in the loss of many users,4,1,4,0,0,0,0,1
290,8,4,2,1,4,Number of app users ranged from 0 to 500K,Update to the app introduced large issues for users,The number of people using the app was steadily declining over time,3,0,0,0,0,0,1,0
290,8,4,3,1,4,Number of app users ranged from 0 to 500K,Update to the app introduced large issues for users,The app has lost a lot of users since it started,3,0,0,0,0,0,1,0
291,4,3,1,2,NA,Maximum,NA,There was a spike in income followed by a sharp decline from 1980 - 1990.,3,0,0,0,0,0,1,0
291,4,3,2,2,NA,Maximum,NA,"As of 2010, income levels are close to the maximum, but still not quite there.",3,0,0,0,0,0,1,0
292,1,2,1,1,4,"Years span 1960-2020, shown in decades",More job opportunities and government policy encouraged immigration,The number of immigrants rose to 2 million in 2020,2,0,0,0,0,1,0,0
292,1,2,2,1,4,"Years span 1960-2020, shown in decades",More job opportunities and government policy encouraged immigration,The number of immigrants stayed fairly constant from 1960-2020.,3,0,0,0,0,0,1,0
293,1,5,1,2,3,Number of immigrants in 2012 is greater than in 2011,Slight uptick in the overall decreasing trend,There was a major uptick in immigration in 2017 (give or take a year) with immigration going from roughly 250K to near 2 million in a very short time span.,3,0,0,0,0,0,1,0
294,3,1,1,3,4,"Pivotal moment for stock index in 1962, decreasing rate changed dramatically",National debt crisis caused steep decrease from 1960-62.,The stock index went through a massive change in 1962.,3,1,3,0,0,0,1,0
294,3,1,2,3,4,"Pivotal moment for stock index in 1962, decreasing rate changed dramatically",National debt crisis caused steep decrease from 1960-62.,The dramatic decrease in the stock index in 1962 was triggered by a national debt crisis.,4,1,4,0,0,0,0,1
295,5,5,1,3,4,Steep fall slows to a steady decrease,President starts popular initiatives against child hunger,The president approval rating peaked in mid 2017.,2,0,0,0,0,1,0,0
295,5,5,2,3,4,Steep fall slows to a steady decrease,President starts popular initiatives against child hunger,The chart depicts the president approval between 2015 and 2020.,1,0,0,0,1,0,0,0
295,5,5,3,3,4,Steep fall slows to a steady decrease,President starts popular initiatives against child hunger,The approval rating did not change much in the first 2 years.,3,0,0,0,0,0,1,0
296,2,4,1,1,3,"Years span 1960 to 2010, shown in decades","After steadily increasing, median household income spiked suddenly in 2008.","From 1960 to 2010 median household incomes rose from $20,000 to $80,000.",2,0,0,0,0,1,0,0
296,2,4,2,1,3,"Years span 1960 to 2010, shown in decades","After steadily increasing, median household income spiked suddenly in 2008.","Median household incomes rose more quickly from 2008 to 2010; whereas prior income increases, going back to 1960, rose more steadily.",3,1,3,0,0,0,1,0
296,2,4,3,1,3,"Years span 1960 to 2010, shown in decades","After steadily increasing, median household income spiked suddenly in 2008.",Median household incomes tend to constantly rise over the years versus experiencing peaks and valleys.,3,0,0,0,0,0,1,0
297,6,5,1,3,NA,National debt climbs to previous high,NA,It was about the national debt from the year 1990 to 2010,1,0,0,0,1,0,0,0
